Tweet_ID,Tanggal,Tahun,Bulan,Nama_Bulan,Platform,Provinsi_User,Teks,Sentimen,Likes,Retweet_Share,Replies,Hashtags,Verified_Account,Follower_Category
TW-005679,2024-11-01,2024,11,November,Instagram,Sulawesi Tengah,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #AntiStunting #MBG #IndonesiaSehat,Negatif,17,0,10,#AntiStunting #MBG #IndonesiaSehat,False,Micro (<1k)
TW-005680,2024-07-01,2024,7,July,Instagram,Kalimantan Barat,"Jangan hanya proyek, harus ada dampak nyata pengurangan stunting #GiziAnak",Negatif,5,0,8,#GiziAnak,False,Micro (<1k)
TW-005681,2025-01-01,2025,1,January,Facebook,Kalimantan Timur,"Program MBG sangat inovatif, semoga terus berlanjut #BalitaSehat",Positif,19,41,1,#BalitaSehat,False,Small (1k-10k)
TW-005682,2025-05-01,2025,5,May,Instagram,Kalimantan Timur,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #AntiStunting #MBG #ProgramPemerintah",Positif,92,14,3,#AntiStunting #MBG #ProgramPemerintah,False,Small (1k-10k)
TW-005683,2024-03-01,2024,3,March,YouTube,Sumatera Utara,"Program MBG sangat inovatif, semoga terus berlanjut #AnakIndonesia",Positif,5,12,1,#AnakIndonesia,False,Micro (<1k)
TW-005684,2024-04-01,2024,4,April,Instagram,Kalimantan Barat,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #AnakIndonesia,Negatif,23,6,4,#AnakIndonesia,False,Large (>100k)
TW-005685,2024-08-01,2024,8,August,Instagram,Papua,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #MakanBergiziGratis #BalitaSehat #IndonesiaSehat",Positif,26,32,5,#MakanBergiziGratis #BalitaSehat #IndonesiaSehat,False,Small (1k-10k)
TW-005686,2025-05-01,2025,5,May,TikTok,Aceh,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #ProgramGizi #BalitaSehat #AntiStunting",Positif,5,2,1,#ProgramGizi #BalitaSehat #AntiStunting,False,Small (1k-10k)
TW-005687,2024-07-01,2024,7,July,Instagram,Nusa Tenggara Barat,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #MBG #BalitaSehat #ProgramGizi,Positif,71,3,17,#MBG #BalitaSehat #ProgramGizi,False,Large (>100k)
TW-005688,2025-03-01,2025,3,March,Facebook,Lampung,Ada yang tahu syarat penerima manfaat MBG untuk balita? #AntiStunting,Netral,49,3,1,#AntiStunting,False,Micro (<1k)
TW-005689,2024-11-01,2024,11,November,Twitter/X,Papua,Terima kasih pemerintah atas program makan bergizi gratis #ProgramGizi,Positif,2,15,16,#ProgramGizi,False,Micro (<1k)
TW-005690,2024-08-01,2024,8,August,Twitter/X,Sumatera Utara,"Salut dengan program MBG, distribusi di desa kami sudah lancar #AnakIndonesia #ProgramPemerintah",Positif,46,20,21,#AnakIndonesia #ProgramPemerintah,False,Medium (10k-100k)
TW-005691,2025-05-01,2025,5,May,Twitter/X,Sulawesi Tengah,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #MakanBergiziGratis #ProgramGizi",Positif,4,15,3,#MakanBergiziGratis #ProgramGizi,False,Micro (<1k)
TW-005692,2025-04-01,2025,4,April,Twitter/X,Kalimantan Timur,Ada yang tahu syarat penerima manfaat MBG untuk balita? #ProgramGizi,Netral,1,41,1,#ProgramGizi,False,Small (1k-10k)
TW-005693,2024-06-01,2024,6,June,Twitter/X,Sulawesi Tengah,Kapan program MBG mulai menjangkau kabupaten kami? #IndonesiaSehat #GiziGratis,Netral,2,7,7,#IndonesiaSehat #GiziGratis,False,Small (1k-10k)
TW-005694,2025-03-01,2025,3,March,Twitter/X,Jawa Timur,Update terbaru pelaksanaan program MBG di Jawa Barat #AnakIndonesia #MBG #ProgramGizi,Netral,12,3,38,#AnakIndonesia #MBG #ProgramGizi,False,Medium (10k-100k)
TW-005695,2024-01-01,2024,1,January,Facebook,DKI Jakarta,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #BalitaSehat #GiziAnak",Positif,54,6,2,#BalitaSehat #GiziAnak,False,Micro (<1k)
TW-005696,2024-10-01,2024,10,October,Twitter/X,Papua,Transparansi anggaran MBG perlu diawasi lebih ketat #BalitaSehat #MakanBergiziGratis #IndonesiaSehat,Negatif,38,3,1,#BalitaSehat #MakanBergiziGratis #IndonesiaSehat,False,Micro (<1k)
TW-005697,2025-02-01,2025,2,February,Instagram,Sumatera Selatan,Program MBG sudah mulai di provinsi saya bulan ini #IndonesiaSehat #ProgramGizi #MBG,Netral,28,14,8,#IndonesiaSehat #ProgramGizi #MBG,False,Small (1k-10k)
TW-005698,2024-02-01,2024,2,February,Instagram,Sumatera Selatan,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #BalitaSehat #GiziGratis",Negatif,24,20,11,#BalitaSehat #GiziGratis,False,Micro (<1k)
TW-005699,2025-01-01,2025,1,January,Twitter/X,Aceh,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #MBG #BalitaSehat #ProgramPemerintah",Negatif,51,3,0,#MBG #BalitaSehat #ProgramPemerintah,False,Micro (<1k)
TW-005700,2024-05-01,2024,5,May,Twitter/X,Kalimantan Barat,Makanan MBG kadang tidak sesuai kebutuhan gizi lokal #MBG,Negatif,23,18,8,#MBG,True,Small (1k-10k)
TW-005701,2024-07-01,2024,7,July,Twitter/X,Lampung,"Salut dengan program MBG, distribusi di desa kami sudah lancar #GiziAnak #IndonesiaSehat #BalitaSehat",Positif,83,3,19,#GiziAnak #IndonesiaSehat #BalitaSehat,False,Micro (<1k)
TW-005702,2024-09-01,2024,9,September,Twitter/X,Sumatera Utara,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #MakanBergiziGratis #GiziGratis,Negatif,37,10,4,#MakanBergiziGratis #GiziGratis,True,Micro (<1k)
TW-005703,2024-12-01,2024,12,December,Twitter/X,Sumatera Selatan,Ada yang tahu syarat penerima manfaat MBG untuk balita? #ProgramGizi #AnakIndonesia #BalitaSehat,Netral,3,13,4,#ProgramGizi #AnakIndonesia #BalitaSehat,False,Medium (10k-100k)
TW-005704,2025-05-01,2025,5,May,Instagram,Kalimantan Timur,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #MakanBergiziGratis #BalitaSehat #AnakIndonesia,Positif,7,8,1,#MakanBergiziGratis #BalitaSehat #AnakIndonesia,False,Medium (10k-100k)
TW-005705,2024-04-01,2024,4,April,Facebook,Sulawesi Selatan,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #GiziAnak #ProgramGizi,Positif,32,8,1,#GiziAnak #ProgramGizi,False,Micro (<1k)
TW-005706,2025-06-01,2025,6,June,Instagram,Lampung,Apa saja jenis makanan yang diberikan dalam program MBG? #AntiStunting #MakanBergiziGratis #GiziAnak,Netral,88,0,2,#AntiStunting #MakanBergiziGratis #GiziAnak,False,Micro (<1k)
TW-005707,2024-09-01,2024,9,September,Instagram,Kalimantan Timur,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #BalitaSehat #MBG,Positif,16,13,4,#BalitaSehat #MBG,False,Small (1k-10k)
TW-005708,2024-09-01,2024,9,September,Twitter/X,Jawa Timur,Informasi jadwal distribusi MBG di kecamatan? #IndonesiaSehat #ProgramGizi,Netral,25,0,3,#IndonesiaSehat #ProgramGizi,False,Micro (<1k)
TW-005709,2024-06-01,2024,6,June,Facebook,Jawa Barat,Anak stunting berkurang berkat program gizi gratis ini #AnakIndonesia #GiziGratis #IndonesiaSehat,Positif,21,21,9,#AnakIndonesia #GiziGratis #IndonesiaSehat,False,Micro (<1k)
TW-005710,2024-04-01,2024,4,April,Instagram,Kalimantan Timur,Anggaran MBG 2025 berapa ya? Ada yang tahu? #GiziAnak,Netral,201,4,0,#GiziAnak,False,Large (>100k)
TW-005711,2025-06-01,2025,6,June,Twitter/X,Lampung,"Program MBG sangat inovatif, semoga terus berlanjut #IndonesiaSehat #MakanBergiziGratis #BalitaSehat",Positif,91,16,3,#IndonesiaSehat #MakanBergiziGratis #BalitaSehat,False,Medium (10k-100k)
TW-005712,2025-01-01,2025,1,January,Twitter/X,Sumatera Utara,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #GiziAnak #AnakIndonesia #MakanBergiziGratis,Positif,24,9,15,#GiziAnak #AnakIndonesia #MakanBergiziGratis,False,Micro (<1k)
TW-005713,2024-01-01,2024,1,January,Facebook,Jawa Barat,Anak stunting berkurang berkat program gizi gratis ini #MakanBergiziGratis,Positif,13,7,0,#MakanBergiziGratis,False,Medium (10k-100k)
TW-005714,2024-08-01,2024,8,August,Facebook,Nusa Tenggara Timur,Anggaran MBG 2025 berapa ya? Ada yang tahu? #GiziGratis #AnakIndonesia,Netral,18,47,7,#GiziGratis #AnakIndonesia,False,Micro (<1k)
TW-005715,2024-12-01,2024,12,December,Facebook,Kalimantan Timur,Ada yang tahu syarat penerima manfaat MBG untuk balita? #IndonesiaSehat,Netral,81,14,0,#IndonesiaSehat,False,Micro (<1k)
TW-005716,2025-01-01,2025,1,January,Twitter/X,Bali,Kapan program MBG mulai menjangkau kabupaten kami? #GiziGratis #MBG #ProgramGizi,Netral,36,15,8,#GiziGratis #MBG #ProgramGizi,True,Micro (<1k)
TW-005717,2024-05-01,2024,5,May,Instagram,Sumatera Selatan,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #MBG #AntiStunting #IndonesiaSehat",Netral,29,3,4,#MBG #AntiStunting #IndonesiaSehat,False,Small (1k-10k)
TW-005718,2024-08-01,2024,8,August,Instagram,Kalimantan Timur,Program MBG bagus tapi implementasi masih banyak masalah #MBG,Negatif,14,11,9,#MBG,False,Small (1k-10k)
TW-005719,2024-03-01,2024,3,March,Twitter/X,Sumatera Utara,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #AntiStunting #BalitaSehat #GiziGratis",Negatif,2,2,1,#AntiStunting #BalitaSehat #GiziGratis,False,Small (1k-10k)
TW-005720,2025-02-01,2025,2,February,Facebook,Nusa Tenggara Timur,Apa saja jenis makanan yang diberikan dalam program MBG? #BalitaSehat,Netral,191,19,1,#BalitaSehat,False,Micro (<1k)
TW-005721,2024-02-01,2024,2,February,Instagram,Sulawesi Selatan,Proses verifikasi penerima MBG berapa lama? #ProgramGizi #IndonesiaSehat,Netral,14,20,7,#ProgramGizi #IndonesiaSehat,False,Micro (<1k)
TW-005722,2024-10-01,2024,10,October,Instagram,Kalimantan Timur,Terima kasih pemerintah atas program makan bergizi gratis #GiziGratis #IndonesiaSehat,Positif,153,1,21,#GiziGratis #IndonesiaSehat,False,Micro (<1k)
TW-005723,2024-02-01,2024,2,February,Twitter/X,Sumatera Utara,Ada yang tahu syarat penerima manfaat MBG untuk balita? #ProgramGizi,Netral,18,32,1,#ProgramGizi,False,Small (1k-10k)
TW-005724,2024-05-01,2024,5,May,Twitter/X,Nusa Tenggara Timur,Program MBG bagus tapi implementasi masih banyak masalah #BalitaSehat #IndonesiaSehat #AnakIndonesia,Negatif,24,9,0,#BalitaSehat #IndonesiaSehat #AnakIndonesia,False,Micro (<1k)
TW-005725,2024-12-01,2024,12,December,Instagram,Kalimantan Barat,Ada yang tahu syarat penerima manfaat MBG untuk balita? #BalitaSehat,Netral,80,0,3,#BalitaSehat,True,Micro (<1k)
TW-005726,2025-05-01,2025,5,May,Instagram,Jawa Barat,Program MBG sudah mulai di provinsi saya bulan ini #BalitaSehat #AnakIndonesia #GiziGratis,Netral,126,2,4,#BalitaSehat #AnakIndonesia #GiziGratis,False,Micro (<1k)
TW-005727,2025-06-01,2025,6,June,Twitter/X,Aceh,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #IndonesiaSehat",Positif,43,7,1,#IndonesiaSehat,True,Micro (<1k)
TW-005728,2025-03-01,2025,3,March,Facebook,Jawa Timur,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #AnakIndonesia #GiziAnak",Netral,17,16,23,#AnakIndonesia #GiziAnak,False,Micro (<1k)
TW-005729,2024-03-01,2024,3,March,Twitter/X,Kalimantan Timur,Program MBG sudah mulai di provinsi saya bulan ini #AntiStunting #AnakIndonesia #MakanBergiziGratis,Netral,4,10,2,#AntiStunting #AnakIndonesia #MakanBergiziGratis,False,Micro (<1k)
TW-005730,2025-05-01,2025,5,May,Instagram,Jawa Barat,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #ProgramGizi,Positif,59,30,30,#ProgramGizi,False,Micro (<1k)
TW-005731,2025-03-01,2025,3,March,Twitter/X,Jawa Barat,Anak stunting berkurang berkat program gizi gratis ini #AntiStunting #ProgramGizi #MBG,Positif,21,1,14,#AntiStunting #ProgramGizi #MBG,True,Medium (10k-100k)
TW-005732,2024-12-01,2024,12,December,Twitter/X,Bali,Transparansi anggaran MBG perlu diawasi lebih ketat #BalitaSehat #MakanBergiziGratis #GiziAnak,Negatif,0,14,0,#BalitaSehat #MakanBergiziGratis #GiziAnak,False,Micro (<1k)
TW-005733,2024-06-01,2024,6,June,Twitter/X,DKI Jakarta,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #AnakIndonesia #MakanBergiziGratis #GiziGratis,Positif,11,18,1,#AnakIndonesia #MakanBergiziGratis #GiziGratis,False,Large (>100k)
TW-005734,2024-05-01,2024,5,May,Twitter/X,Jawa Tengah,Ada yang tahu syarat penerima manfaat MBG untuk balita? #IndonesiaSehat,Netral,168,26,21,#IndonesiaSehat,False,Micro (<1k)
TW-005735,2025-04-01,2025,4,April,Twitter/X,Sulawesi Tengah,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #GiziAnak",Positif,32,21,6,#GiziAnak,False,Medium (10k-100k)
TW-005736,2024-08-01,2024,8,August,TikTok,Nusa Tenggara Barat,Update terbaru pelaksanaan program MBG di Jawa Barat #ProgramPemerintah #ProgramGizi,Netral,37,26,6,#ProgramPemerintah #ProgramGizi,False,Large (>100k)
TW-005737,2025-04-01,2025,4,April,Facebook,Sumatera Utara,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #AntiStunting #ProgramGizi #GiziGratis",Positif,40,11,0,#AntiStunting #ProgramGizi #GiziGratis,False,Micro (<1k)
TW-005738,2025-06-01,2025,6,June,Twitter/X,Sumatera Selatan,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #GiziAnak #MBG,Positif,10,20,2,#GiziAnak #MBG,False,Micro (<1k)
TW-005739,2024-06-01,2024,6,June,YouTube,Riau,Anak stunting berkurang berkat program gizi gratis ini #ProgramPemerintah #BalitaSehat #ProgramGizi,Positif,55,4,6,#ProgramPemerintah #BalitaSehat #ProgramGizi,False,Micro (<1k)
TW-005740,2025-06-01,2025,6,June,Instagram,Bali,Kapan program MBG mulai menjangkau kabupaten kami? #ProgramGizi,Netral,39,2,7,#ProgramGizi,False,Medium (10k-100k)
TW-005741,2025-01-01,2025,1,January,Instagram,Aceh,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #GiziAnak #GiziGratis",Netral,19,6,20,#GiziAnak #GiziGratis,False,Small (1k-10k)
TW-005742,2025-05-01,2025,5,May,Instagram,Sulawesi Selatan,Informasi jadwal distribusi MBG di kecamatan? #GiziAnak #GiziGratis,Netral,5,31,2,#GiziAnak #GiziGratis,False,Small (1k-10k)
TW-005743,2025-06-01,2025,6,June,Twitter/X,Sumatera Utara,Informasi jadwal distribusi MBG di kecamatan? #IndonesiaSehat #MBG #GiziGratis,Netral,79,12,11,#IndonesiaSehat #MBG #GiziGratis,False,Micro (<1k)
TW-005744,2024-12-01,2024,12,December,Instagram,Kalimantan Barat,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #ProgramPemerintah,Positif,13,23,6,#ProgramPemerintah,False,Micro (<1k)
TW-005745,2024-11-01,2024,11,November,Instagram,Kalimantan Timur,Anggaran MBG 2025 berapa ya? Ada yang tahu? #MakanBergiziGratis,Netral,14,1,11,#MakanBergiziGratis,False,Small (1k-10k)
TW-005746,2024-08-01,2024,8,August,Twitter/X,Kalimantan Barat,Apa saja jenis makanan yang diberikan dalam program MBG? #AnakIndonesia #ProgramGizi,Netral,25,13,5,#AnakIndonesia #ProgramGizi,False,Medium (10k-100k)
TW-005747,2024-03-01,2024,3,March,Facebook,Kalimantan Timur,Kenapa program MBG belum sampai ke wilayah terpencil kami? #AntiStunting,Negatif,5,12,2,#AntiStunting,False,Micro (<1k)
TW-005748,2025-02-01,2025,2,February,Instagram,Papua,Kapan program MBG mulai menjangkau kabupaten kami? #AntiStunting #ProgramPemerintah #MakanBergiziGratis,Netral,32,6,13,#AntiStunting #ProgramPemerintah #MakanBergiziGratis,False,Small (1k-10k)
TW-005749,2024-11-01,2024,11,November,TikTok,Kalimantan Timur,Anak stunting berkurang berkat program gizi gratis ini #AnakIndonesia #MakanBergiziGratis #ProgramGizi,Positif,2,1,1,#AnakIndonesia #MakanBergiziGratis #ProgramGizi,False,Small (1k-10k)
TW-005750,2024-09-01,2024,9,September,Twitter/X,Kalimantan Barat,"Salut dengan program MBG, distribusi di desa kami sudah lancar #BalitaSehat",Positif,142,4,1,#BalitaSehat,False,Small (1k-10k)
TW-005751,2025-01-01,2025,1,January,Instagram,Nusa Tenggara Barat,Terima kasih pemerintah atas program makan bergizi gratis #ProgramGizi #AnakIndonesia #IndonesiaSehat,Positif,63,21,25,#ProgramGizi #AnakIndonesia #IndonesiaSehat,False,Micro (<1k)
TW-005752,2024-03-01,2024,3,March,YouTube,Papua,Program MBG sudah mulai di provinsi saya bulan ini #GiziAnak #BalitaSehat #AntiStunting,Netral,391,6,4,#GiziAnak #BalitaSehat #AntiStunting,False,Small (1k-10k)
TW-005753,2024-01-01,2024,1,January,Facebook,Jawa Timur,Belum semua desa terjangkau program MBG #ProgramGizi #AnakIndonesia #ProgramPemerintah,Negatif,44,5,9,#ProgramGizi #AnakIndonesia #ProgramPemerintah,False,Micro (<1k)
TW-005754,2024-12-01,2024,12,December,Instagram,Sulawesi Tengah,"Program MBG sangat inovatif, semoga terus berlanjut #AnakIndonesia",Positif,64,41,1,#AnakIndonesia,False,Micro (<1k)
TW-005755,2025-01-01,2025,1,January,Twitter/X,Bali,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #GiziGratis",Negatif,10,3,7,#GiziGratis,False,Micro (<1k)
TW-005756,2024-08-01,2024,8,August,Facebook,DKI Jakarta,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #ProgramGizi,Negatif,12,0,9,#ProgramGizi,False,Micro (<1k)
TW-005757,2024-11-01,2024,11,November,Instagram,Sumatera Utara,Anggaran MBG 2025 berapa ya? Ada yang tahu? #ProgramPemerintah,Netral,32,12,16,#ProgramPemerintah,False,Micro (<1k)
TW-005758,2024-04-01,2024,4,April,Facebook,Sulawesi Selatan,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #AnakIndonesia #GiziGratis #AntiStunting,Negatif,30,47,1,#AnakIndonesia #GiziGratis #AntiStunting,False,Micro (<1k)
TW-005759,2025-02-01,2025,2,February,Twitter/X,Sulawesi Tengah,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #GiziAnak #AntiStunting #MakanBergiziGratis,Positif,15,6,22,#GiziAnak #AntiStunting #MakanBergiziGratis,False,Micro (<1k)
TW-005760,2024-02-01,2024,2,February,Instagram,Nusa Tenggara Timur,"Salut dengan program MBG, distribusi di desa kami sudah lancar #ProgramPemerintah #AnakIndonesia",Positif,167,9,3,#ProgramPemerintah #AnakIndonesia,False,Small (1k-10k)
TW-005761,2024-05-01,2024,5,May,Twitter/X,Aceh,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #AnakIndonesia,Positif,89,27,3,#AnakIndonesia,False,Small (1k-10k)
TW-005762,2024-03-01,2024,3,March,Facebook,Kalimantan Barat,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #ProgramGizi #IndonesiaSehat #AntiStunting",Positif,19,3,11,#ProgramGizi #IndonesiaSehat #AntiStunting,False,Micro (<1k)
TW-005763,2024-04-01,2024,4,April,Instagram,Jawa Tengah,Program MBG bagus tapi implementasi masih banyak masalah #AntiStunting #MakanBergiziGratis #AnakIndonesia,Negatif,0,20,0,#AntiStunting #MakanBergiziGratis #AnakIndonesia,False,Small (1k-10k)
TW-005764,2024-10-01,2024,10,October,Twitter/X,Sumatera Utara,Transparansi anggaran MBG perlu diawasi lebih ketat #MakanBergiziGratis,Negatif,44,9,11,#MakanBergiziGratis,False,Small (1k-10k)
TW-005765,2024-06-01,2024,6,June,Twitter/X,Nusa Tenggara Timur,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #GiziGratis,Positif,64,3,10,#GiziGratis,False,Micro (<1k)
TW-005766,2024-10-01,2024,10,October,Instagram,Nusa Tenggara Barat,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #GiziGratis #AntiStunting #IndonesiaSehat",Positif,16,2,9,#GiziGratis #AntiStunting #IndonesiaSehat,False,Micro (<1k)
TW-005767,2024-04-01,2024,4,April,Twitter/X,Kalimantan Barat,Apa saja jenis makanan yang diberikan dalam program MBG? #AntiStunting #IndonesiaSehat #GiziGratis,Netral,47,21,15,#AntiStunting #IndonesiaSehat #GiziGratis,False,Micro (<1k)
TW-005768,2024-03-01,2024,3,March,Facebook,Aceh,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #MakanBergiziGratis",Positif,29,1,2,#MakanBergiziGratis,False,Small (1k-10k)
TW-005769,2024-09-01,2024,9,September,Twitter/X,Riau,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #IndonesiaSehat #GiziAnak #GiziGratis,Netral,20,31,3,#IndonesiaSehat #GiziAnak #GiziGratis,False,Small (1k-10k)
TW-005770,2024-05-01,2024,5,May,Twitter/X,Sumatera Utara,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #MakanBergiziGratis",Positif,49,12,5,#MakanBergiziGratis,False,Micro (<1k)
TW-005771,2025-02-01,2025,2,February,YouTube,Sulawesi Selatan,Proses verifikasi penerima MBG berapa lama? #MBG #ProgramPemerintah #MakanBergiziGratis,Netral,143,6,1,#MBG #ProgramPemerintah #MakanBergiziGratis,False,Medium (10k-100k)
TW-005772,2024-08-01,2024,8,August,TikTok,Sulawesi Tengah,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #BalitaSehat #AnakIndonesia #MBG",Positif,52,15,13,#BalitaSehat #AnakIndonesia #MBG,False,Micro (<1k)
TW-005773,2024-12-01,2024,12,December,Twitter/X,Sulawesi Selatan,Kapan program MBG mulai menjangkau kabupaten kami? #ProgramPemerintah #MBG #GiziAnak,Netral,3,1,17,#ProgramPemerintah #MBG #GiziAnak,False,Micro (<1k)
TW-005774,2025-01-01,2025,1,January,Twitter/X,Lampung,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #AntiStunting #ProgramGizi,Positif,11,27,4,#AntiStunting #ProgramGizi,False,Micro (<1k)
TW-005775,2024-07-01,2024,7,July,YouTube,Sumatera Utara,Ada yang tahu syarat penerima manfaat MBG untuk balita? #IndonesiaSehat #MBG,Netral,80,32,7,#IndonesiaSehat #MBG,False,Micro (<1k)
TW-005776,2024-07-01,2024,7,July,YouTube,Jawa Timur,Update terbaru pelaksanaan program MBG di Jawa Barat #ProgramGizi #AntiStunting #BalitaSehat,Netral,6,6,1,#ProgramGizi #AntiStunting #BalitaSehat,False,Small (1k-10k)
TW-005777,2025-02-01,2025,2,February,Twitter/X,Lampung,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #AnakIndonesia,Negatif,23,35,0,#AnakIndonesia,False,Small (1k-10k)
TW-005778,2025-05-01,2025,5,May,Twitter/X,Sumatera Utara,Apa saja jenis makanan yang diberikan dalam program MBG? #BalitaSehat #ProgramPemerintah,Netral,28,32,38,#BalitaSehat #ProgramPemerintah,False,Small (1k-10k)
TW-005779,2024-05-01,2024,5,May,Twitter/X,Jawa Timur,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #MakanBergiziGratis,Negatif,36,16,11,#MakanBergiziGratis,False,Small (1k-10k)
